first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,full_name
Jon,Stankovic,1,0,24,715,20,28.2,166.6,101.0,2,127,29.5,2,0,2,2.9,39,Jon Stankovic
Karlan,Grant,3,2,45,873,23,109.6,141.8,308.0,5,123,55.9,1,0,0,0.2,50,Karlan Grant
Kasper,Schmeichel,0,0,120,3420,48,10.0,756.8,4.0,6,618,76.9,10,0,3,4.7,50,Kasper Schmeichel
Wes,Morgan,3,0,76,1924,28,40.1,471.0,293.0,7,365,80.5,6,2,1,1.6,45,Wes Morgan
Benjamin,Chilwell,0,5,118,3240,43,674.6,721.0,298.0,8,578,170.0,10,0,4,2.8,50,Benjamin Chilwell
Harry,Maguire,3,1,92,2596,41,165.3,715.8,462.0,10,533,134.3,6,1,6,8.3,54,Harry Maguire
Ricardo,Pereira,2,8,146,3123,45,517.6,889.0,430.0,22,693,183.7,10,0,7,10.6,53,Ricardo Pereira
Jonny,Evans,1,0,77,1993,26,66.1,460.0,158.0,3,418,68.5,8,0,2,0.4,48,Jonny Evans
Marc,Albrighton,2,2,63,1617,17,446.8,371.2,242.0,4,279,106.1,5,0,3,0.3,51,Marc Albrighton
Demarai,Gray,4,1,84,1978,29,310.2,320.2,599.0,3,244,122.5,6,0,2,0.9,54,Demarai Gray
Daniel,Amartey,0,0,15,639,9,46.7,139.0,21.0,0,103,20.8,1,0,2,0.2,43,Daniel Amartey
Wilfred,Ndidi,2,0,89,3295,47,342.4,726.0,346.0,4,571,141.6,9,0,8,0.8,49,Wilfred Ndidi
Hamza,Choudhury,0,0,20,593,4,73.7,119.6,51.0,0,80,24.6,4,0,0,0.1,43,Hamza Choudhury
James,Maddison,7,7,137,2831,44,1515.0,801.4,769.0,12,619,308.4,8,1,3,5.2,66,James Maddison
Jamie,Vardy,18,5,174,2726,36,419.9,822.0,1206.0,31,598,244.6,11,1,3,10.3,90,Jamie Vardy
Kelechi,Iheanacho,1,5,58,924,16,209.4,135.8,230.0,3,160,56.9,1,0,2,0.8,57,Kelechi Iheanacho
Rachid,Ghezzal,1,0,28,733,13,307.0,147.8,228.0,2,112,68.3,1,0,3,0.1,50,Rachid Ghezzal
Nampalys,Mendy,0,1,58,2085,29,135.5,235.8,23.0,0,291,39.5,7,0,5,0.9,43,Nampalys Mendy
Harvey,Barnes,1,3,43,1001,16,242.0,172.8,534.0,1,139,94.8,1,0,0,0.2,55,Harvey Barnes
Youri,Tielemans,3,5,63,1087,14,269.7,299.0,249.0,6,267,81.8,3,0,2,1.7,60,Youri Tielemans
Dejan,Lovren,1,1,63,986,7,29.1,255.8,72.0,9,258,35.7,6,0,1,1.5,49,Dejan Lovren
Joseph,Gomez,0,0,55,1059,4,92.1,209.8,44.0,2,268,34.7,7,0,2,1.0,48,Joseph Gomez
Joel,Matip,1,0,83,1535,12,57.9,414.6,85.0,7,402,55.9,9,0,3,1.1,49,Joel Matip
Trent,Alexander-Arnold,1,13,185,2460,14,837.4,734.4,276.0,25,753,184.7,16,0,3,26.9,58,Trent Alexander-Arnold
Virgil,Dijk,4,4,208,3384,22,111.1,993.6,455.0,22,932,156.1,20,0,1,32.3,67,Virgil Dijk
Andrew,Robertson,0,12,213,3216,20,767.2,748.8,318.0,29,906,183.6,21,0,4,33.0,67,Andrew Robertson
Jordan,Henderson,1,3,76,1976,14,311.7,358.8,182.0,2,397,85.4,12,1,1,0.7,53,Jordan Henderson
Sadio,Mané,22,3,231,3076,21,692.8,1015.8,1332.0,24,703,304.0,19,0,2,38.6,103,Sadio Mane
Georginio,Wijnaldum,3,1,108,2723,16,405.2,437.6,338.0,9,470,118.4,18,0,3,1.4,55,Georginio Wijnaldum
Mohamed,Salah,22,12,259,3254,20,973.9,1186.8,2168.0,18,687,432.7,21,0,1,33.9,132,Mohamed Salah
James,Milner,5,5,101,1778,13,725.2,587.2,374.0,12,448,169.2,9,1,5,2.5,56,James Milner
Fabio,Tavares,1,2,65,2011,14,283.4,406.2,173.0,0,305,86.4,11,0,6,0.6,55,Fabio Tavares
Naby,Keita,2,1,67,1385,8,213.1,293.6,356.0,3,246,86.3,10,0,0,1.5,71,Naby Keita
Roberto,Firmino,12,8,160,2606,15,670.1,774.8,1240.0,24,647,267.8,19,0,0,14.2,93,Roberto Firmino
Xherdan,Shaqiri,6,5,88,1052,6,344.7,363.6,282.0,4,302,99.1,7,0,2,2.1,68,Xherdan Shaqiri
Alisson,Becker,0,0,176,3420,22,0.1,677.0,0.0,9,771,67.6,21,0,1,23.4,59,Alisson Becker
Riyad,Mahrez,7,4,102,1331,9,450.8,459.4,731.0,14,349,164.1,4,0,0,1.7,82,Riyad Mahrez
Ederson,Moraes,0,1,169,3420,23,33.0,535.2,0.0,6,700,56.8,20,0,2,22.9,57,Ederson Moraes
John,Stones,0,0,83,1761,15,115.5,376.6,49.0,9,431,54.1,9,0,1,4.6,52,John Stones
Vincent,Kompany,1,0,58,1220,7,44.2,329.0,55.0,4,294,43.0,6,0,6,1.7,52,Vincent Kompany
Nicolás,Otamendi,0,0,70,1233,7,53.7,281.2,143.0,5,335,47.8,9,0,1,2.6,60,Nicolas Otamendi
Kyle,Walker,1,1,150,2776,17,448.4,498.8,183.0,11,684,113.1,18,0,3,12.1,64,Kyle Walker
Danilo,Silva,1,0,46,805,7,118.0,165.2,99.0,7,202,38.2,4,0,1,0.6,48,Danilo Silva
Benjamin,Mendy,0,6,59,900,6,222.7,250.8,70.0,6,262,54.2,4,0,1,5.9,61,Benjamin Mendy
Aymeric,Laporte,3,3,177,3056,21,239.3,790.0,278.0,16,768,131.2,18,0,3,16.7,63,Aymeric Laporte
Fabian,Delph,0,1,29,722,9,97.8,153.8,24.0,2,186,27.5,3,1,1,0.3,53,Fabian Delph
Raheem,Sterling,17,15,234,2770,19,937.4,1060.0,1572.0,25,743,357.1,17,0,3,24.8,117,Raheem Sterling
David,Silva,6,8,143,2399,14,1150.3,715.2,1092.0,14,614,295.8,16,0,2,4.4,85,David Silva
Fernando,Rosa,1,3,79,2375,15,396.8,534.6,208.0,4,444,114.2,12,0,5,2.9,53,Fernando Rosa
Kevin,Bruyne,2,3,59,968,3,562.3,301.4,317.0,8,268,117.9,6,0,2,3.4,96,Kevin Bruyne
Ilkay,Gündogan,6,3,113,2129,15,819.7,548.8,447.0,10,528,181.6,13,0,3,2.3,54,Ilkay Gundogan
Leroy,Sané,10,12,156,1857,14,645.0,716.8,1039.0,13,520,240.3,9,0,1,7.3,93,Leroy Sane
Bernardo,Silva,7,8,154,2849,22,1026.3,796.4,1069.0,17,649,289.6,15,0,3,13.6,78,Bernardo Silva
Oleksandr,Zinchenko,0,3,44,1151,4,278.6,279.2,77.0,1,230,63.5,9,0,1,0.2,47,Oleksandr Zinchenko
Sergio,Agüero,21,11,201,2457,15,523.7,946.6,1685.0,26,740,315.4,17,0,4,42.7,120,Sergio Aguero
Gabriel,Jesus,7,3,79,1017,11,300.5,395.2,864.0,7,259,156.3,2,0,1,1.6,99,Gabriel Jesus
David,Gea,0,0,120,3420,54,0.0,846.0,0.0,7,636,84.5,7,0,1,16.2,57,David Gea
Chris,Smalling,1,0,56,2127,36,31.0,453.4,176.0,3,335,66.0,4,0,1,1.4,56,Chris Smalling
Phil,Jones,0,1,43,1261,17,44.8,300.8,42.0,3,273,39.0,3,0,1,0.5,51,Phil Jones
Luke,Shaw,1,5,91,2591,39,505.6,586.2,287.0,11,489,138.1,6,0,11,8.1,51,Luke Shaw
Eric,Bailly,0,0,16,636,13,3.4,125.0,35.0,0,109,16.5,1,1,0,1.3,50,Eric Bailly
Victor,Lindelöf,1,1,85,2600,40,75.3,533.0,118.0,9,527,72.8,6,0,1,5.2,49,Victor Lindelof
Ashley,Young,2,3,73,2568,44,650.5,554.4,124.0,4,450,133.0,4,1,8,1.7,57,Ashley Young
José,Teixeira,0,2,27,1009,18,259.0,184.4,94.0,0,171,53.7,1,0,3,0.2,53,Jose Teixeira
Alexis,Sánchez,1,5,47,869,10,297.2,207.6,307.0,1,168,81.1,2,0,3,1.2,100,Alexis Sanchez
Nemanja,Matic,1,0,59,2437,37,247.9,477.6,183.0,2,371,90.9,6,1,6,0.7,50,Nemanja Matic
Juan,Mata,3,4,70,1284,15,464.0,258.4,262.0,7,274,98.6,5,0,3,1.2,61,Juan Mata
Marouane,Fellaini,0,2,26,746,14,65.6,172.2,145.0,0,119,38.1,1,0,1,0.4,48,Marouane Fellaini
Ander,Herrera,2,3,62,1397,18,234.6,399.2,257.0,6,302,89.2,5,0,4,0.5,50,Ander Herrera
Jesse,Lingard,4,3,78,1657,26,306.1,310.0,395.0,5,270,101.1,3,0,3,2.6,67,Jesse Lingard
Anthony,Martial,10,4,122,1613,25,503.3,532.8,755.0,13,389,178.9,5,0,2,3.4,72,Anthony Martial
Paul,Pogba,13,10,179,3007,43,822.3,1096.8,1246.0,19,648,316.9,8,0,6,33.7,86,Paul Pogba
Scott,McTominay,2,0,38,862,18,33.1,175.4,180.0,4,152,38.8,1,0,1,1.2,42,Scott McTominay
Frederico,Santos,1,2,40,1039,19,203.2,177.6,87.0,3,180,46.9,1,0,2,1.2,53,Frederico Santos
Marcus,Rashford,10,7,128,2331,35,542.3,650.0,1064.0,14,425,224.6,6,1,3,21.9,73,Marcus Rashford
Romelu,Lukaku,12,1,115,2126,38,330.2,550.6,1052.0,14,361,193.5,4,0,4,3.9,107,Romelu Lukaku
Andreas,Pereira,1,1,27,590,13,139.5,132.8,67.0,2,115,33.8,1,0,5,0.3,45,Andreas Pereira
Martin,Dubravka,0,0,131,3420,48,0.0,783.6,0.0,10,647,78.4,11,0,1,1.0,50,Martin Dubravka
DeAndre,Yedlin,1,2,63,2472,41,406.3,436.4,113.0,1,325,95.8,5,1,6,0.9,45,DeAndre Yedlin
Ciaran,Clark,3,0,42,857,15,25.0,293.2,105.0,4,194,42.6,2,0,1,0.2,45,Ciaran Clark
Jamaal,Lascelles,0,1,95,2745,36,46.8,632.4,113.0,8,539,79.6,10,0,4,3.1,47,Jamaal Lascelles
Paul,Dummett,0,0,67,1986,27,94.0,424.2,58.0,3,365,57.6,7,0,1,0.2,44,Paul Dummett
Florian,Lejeune,0,0,35,1054,13,82.5,211.6,59.0,0,209,35.3,4,0,0,0.1,44,Florian Lejeune
Javier,Manquillo,0,3,53,1098,16,127.3,231.0,28.0,5,231,38.8,4,0,2,0.3,43,Javier Manquillo
Matt,Ritchie,2,8,110,2927,40,973.8,712.4,448.0,7,504,213.6,10,0,9,0.6,58,Matt Ritchie
Jonjo,Shelvey,1,1,39,943,13,351.7,226.2,154.0,2,170,73.2,5,0,1,0.3,53,Jonjo Shelvey
Mohamed,Diamé,0,0,56,2162,32,82.9,310.8,204.0,0,213,60.0,7,0,3,0.1,48,Mohamed Diame
Christian,Atsu,1,1,55,1481,18,273.0,218.8,331.0,0,175,82.3,6,0,2,0.1,51,Christian Atsu
Isaac,Hayden,1,4,69,1857,25,298.8,412.0,232.0,5,306,94.4,7,1,3,1.4,43,Isaac Hayden
Sung-yueng,Ki,0,1,38,1298,20,258.4,163.2,45.0,1,197,46.7,4,0,2,0.1,47,Sung-yueng Ki
Ayoze,Pérez,12,2,141,2916,35,585.6,783.6,954.0,19,541,232.1,11,0,2,3.4,61,Ayoze Perez
Jose,Sanmartín,2,0,30,586,15,35.9,121.4,290.0,3,89,44.6,1,0,1,2.1,47,Jose Sanmartin
Robert,Nascimento,1,1,50,1337,18,187.9,212.8,297.0,1,161,69.8,6,0,1,0.5,47,Robert Nascimento
Fabian,Schär,4,1,93,2000,23,148.6,669.4,220.0,9,403,103.8,7,0,12,1.3,45,Fabian Schar
Yoshinori,Muto,1,0,24,514,10,66.8,71.8,140.0,0,65,27.4,1,0,1,0.1,56,Yoshinori Muto
Salomón,Rondón,11,8,148,2601,31,468.0,645.6,1249.0,20,466,236.0,9,0,1,7.7,59,Salomon Rondon
Federico,Fernández,0,2,47,1482,24,63.7,350.0,70.0,5,277,48.5,3,0,2,0.2,44,Federico Fernandez
Sean,Longstaff,1,1,26,686,9,71.8,130.4,106.0,1,117,30.9,3,0,2,0.0,45,Sean Longstaff
Miguel,Almirón,0,2,28,758,11,189.8,121.4,235.0,0,107,54.6,3,0,0,0.2,60,Miguel Almiron
Danny,Ings,7,3,90,1650,27,346.9,433.8,808.0,11,310,158.4,5,0,1,3.2,54,Danny Ings
Alex,McCarthy,0,0,73,2250,44,0.0,585.2,0.0,6,414,58.6,4,0,1,2.0,43,Alex McCarthy
Ryan,Bertrand,1,0,56,2160,42,379.4,326.8,123.0,1,291,82.6,6,0,8,2.4,48,Ryan Bertrand
Maya,Yoshida,0,1,44,1518,29,57.4,387.0,189.0,4,278,63.4,3,0,0,1.1,41,Maya Yoshida
Cédric,Soares,1,2,52,1493,31,226.5,309.0,103.0,7,273,63.9,4,0,4,2.1,42,Cedric Soares
Jack,Stephens,1,0,47,1697,35,65.5,394.4,143.0,4,282,60.4,3,0,4,0.3,42,Jack Stephens
Jan,Bednarek,0,1,49,2150,37,108.8,616.0,91.0,3,365,81.9,3,0,7,7.4,40,Jan Bednarek
Wesley,Hoedt,0,0,29,1170,24,20.0,283.6,41.0,3,206,34.7,4,0,2,0.2,42,Wesley Hoedt
James,Ward-Prowse,7,0,94,1940,41,695.8,592.0,387.0,15,390,167.4,3,0,4,3.7,51,James Ward-Prowse
Oriol,Vidal,1,0,55,2131,37,158.4,455.2,124.0,3,282,74.0,6,0,11,2.2,42,Oriol Vidal
Pierre-Emile,Højbjerg,4,3,90,2760,59,445.6,616.0,421.0,8,477,148.8,4,2,7,3.2,44,Pierre-Emile Hojbjerg
Nathan,Redmond,6,5,137,3272,58,802.3,665.4,950.0,12,433,241.4,9,0,3,6.9,55,Nathan Redmond
Mario,Lemina,1,2,50,1612,37,214.7,313.0,188.0,2,270,71.6,4,0,5,0.2,47,Mario Lemina
Stuart,Armstrong,3,4,75,1421,26,392.4,305.6,379.0,3,269,107.5,5,0,2,0.2,51,Stuart Armstrong
Mohamed,Elyounoussi,0,0,28,785,10,228.3,94.2,220.0,0,91,54.2,4,0,0,0.1,60,Mohamed Elyounoussi
Shane,Long,5,2,66,1260,24,179.2,248.6,417.0,5,191,84.2,2,0,3,4.9,47,Shane Long
Charlie,Austin,2,2,46,970,17,115.3,158.4,405.0,1,117,67.4,5,0,1,0.4,55,Charlie Austin
Angus,Gunn,0,0,47,1080,18,0.0,239.2,0.0,4,206,23.8,3,0,0,1.1,43,Angus Gunn
Jannik,Vestergaard,0,0,50,2027,31,76.6,576.6,104.0,0,396,75.9,4,0,2,0.2,46,Jannik Vestergaard
Matt,Targett,1,3,36,1185,25,366.8,314.2,181.0,3,229,86.2,0,0,2,0.1,42,Matt Targett
Yan,Valery,2,1,54,1709,30,124.7,329.4,157.0,0,251,60.7,3,1,3,4.1,41,Yan Valery
Hugo,Lloris,0,0,145,2970,33,0.0,858.2,0.0,10,691,86.0,12,0,0,6.2,54,Hugo Lloris
Toby,Alderweireld,0,0,107,2921,31,139.1,690.2,229.0,7,651,105.7,12,0,3,3.7,60,Toby Alderweireld
Danny,Rose,0,4,86,1792,16,416.6,343.6,216.0,5,352,97.6,8,0,5,1.1,58,Danny Rose
Jan,Vertonghen,1,0,67,1911,23,116.7,445.4,165.0,7,390,72.7,6,1,3,4.0,59,Jan Vertonghen
Ben,Davies,0,0,66,1837,26,256.6,388.2,176.0,5,361,82.3,6,0,2,1.7,56,Ben Davies
Kieran,Trippier,1,5,118,2275,23,827.0,601.6,121.0,16,573,155.0,10,0,2,15.2,60,Kieran Trippier
Davinson,Sánchez,1,2,78,1941,22,60.3,454.2,183.0,4,412,70.0,6,0,2,1.6,58,Davinson Sanchez
Serge,Aurier,0,2,24,562,9,108.4,151.6,45.0,0,116,30.5,2,0,1,0.5,57,Serge Aurier
Eric,Dier,3,0,56,1504,18,150.1,363.4,121.0,3,269,63.6,5,0,4,0.9,47,Eric Dier
Mousa,Dembélé,0,0,14,512,6,17.5,51.0,1.0,0,74,7.1,1,0,1,0.7,49,Mousa Dembele
Erik,Lamela,4,4,67,965,12,339.9,263.8,441.0,5,231,104.1,4,0,2,0.3,59,Erik Lamela
Christian,Eriksen,8,12,161,2770,37,1148.7,876.0,801.0,15,675,283.0,8,0,3,7.7,92,Christian Eriksen
Bamidele,Alli,5,4,94,1822,21,436.6,467.2,681.0,8,356,158.5,8,0,4,2.5,88,Bamidele Alli
Victor,Wanyama,1,0,24,511,4,45.0,113.2,80.0,2,105,23.9,3,0,2,0.1,49,Victor Wanyama
Heung-Min,Son,12,8,159,2033,23,508.0,690.6,1002.0,17,489,219.9,10,1,2,10.6,86,Heung-Min Son
Harry,Winks,1,0,53,1589,17,168.6,268.2,71.0,3,275,50.7,6,0,4,0.1,55,Harry Winks
Moussa,Sissoko,0,3,76,2329,28,380.7,329.0,193.0,3,395,90.2,11,0,2,0.3,49,Moussa Sissoko
Lucas,Silva,10,2,131,2115,18,415.6,556.4,650.0,8,340,161.9,14,0,3,11.9,69,Lucas Silva
Fernando,Llorente,1,4,41,681,8,189.5,138.0,307.0,3,104,63.1,2,0,2,1.5,51,Fernando Llorente
Harry,Kane,17,6,160,2423,31,430.0,824.6,1359.0,24,561,261.3,9,0,5,12.4,126,Harry Kane
Juan,Foyth,1,0,35,888,12,59.8,248.6,53.0,4,172,36.3,3,1,3,0.2,50,Juan Foyth
Craig,Cathcart,3,0,93,3095,54,25.5,719.6,262.0,5,552,100.8,6,0,2,3.2,45,Craig Cathcart
José,Holebas,3,7,93,2392,41,598.2,642.4,164.0,10,437,140.6,5,1,12,7.9,48,Jose Holebas
Christian,Kabasele,0,0,36,1584,29,24.0,355.2,189.0,1,212,56.7,3,1,2,0.3,44,Christian Kabasele
Daryl,Janmaat,0,2,50,1520,22,212.2,346.2,118.0,6,274,67.8,3,0,3,0.4,49,Daryl Janmaat
Adrian,Mariappa,0,0,57,1924,32,61.9,404.6,79.0,2,334,54.5,5,0,3,0.6,42,Adrian Mariappa
Francisco,Far,1,1,66,2043,40,252.9,420.2,87.0,6,412,76.0,4,0,1,1.2,42,Francisco Far
Adam,Masina,0,1,26,1002,20,70.8,201.0,27.0,1,165,30.1,2,0,5,0.1,43,Adam Masina
Etienne,Capoue,1,3,79,2944,48,219.2,656.6,152.0,8,496,102.8,8,1,14,0.5,48,Etienne Capoue
Abdoulaye,Doucouré,5,7,124,3061,56,544.1,735.6,709.0,14,550,198.9,5,0,7,2.8,58,Abdoulaye Doucoure
Roberto,Pereyra,6,4,122,2817,53,512.7,458.4,744.0,13,432,171.8,6,0,3,8.0,59,Roberto Pereyra
Will,Hughes,2,4,87,2419,39,416.0,429.2,451.0,5,320,129.6,7,0,5,0.7,49,Will Hughes
Gerard,Deulofeu,10,5,133,2064,29,455.6,549.2,856.0,10,344,185.6,9,0,3,7.2,57,Gerard Deulofeu
Andre,Gray,7,2,83,1352,23,183.9,331.8,620.0,10,254,112.8,4,0,2,1.9,59,Andre Gray
Troy,Deeney,9,5,116,2542,44,549.5,607.4,1019.0,13,411,216.9,5,1,4,3.7,58,Troy Deeney
Ben,Foster,0,0,129,3420,59,50.0,988.0,1.0,11,703,104.1,7,0,1,8.5,46,Ben Foster
Ken,Sema,1,2,37,747,9,112.7,128.6,169.0,1,91,40.8,3,0,1,0.1,46,Ken Sema
Isaac,Ajayi,1,1,42,1033,21,274.5,148.6,394.0,0,125,81.4,2,0,4,2.4,45,Isaac Ajayi
Lukasz,Fabianski,0,0,143,3420,55,20.0,1136.0,0.0,15,742,115.5,7,0,0,14.3,47,Lukasz Fabianski
Aaron,Cresswell,0,1,34,1588,26,290.9,318.2,113.0,0,257,72.3,1,0,1,0.5,50,Aaron Cresswell
Angelo,Ogbonna,1,1,48,1871,36,54.2,462.4,168.0,2,314,68.5,2,0,2,0.8,42,Angelo Ogbonna
Pablo,Zabaleta,0,1,56,2089,35,163.2,447.4,106.0,4,350,71.8,4,0,4,1.7,43,Pablo Zabaleta
Declan,Rice,2,0,92,3003,47,174.2,584.4,213.0,9,586,97.1,6,0,4,4.2,44,Declan Rice
Ryan,Fredericks,1,0,38,1084,16,77.2,254.8,85.0,4,169,42.0,3,0,5,0.3,45,Ryan Fredericks
Issa,Diop,1,0,87,2970,43,52.3,733.0,162.0,6,561,94.8,7,0,4,1.4,42,Issa Diop
Arthur,Masuaku,0,2,49,1757,29,212.0,434.4,55.0,0,311,70.3,4,0,2,1.5,42,Arthur Masuaku
Mark,Noble,5,5,99,2289,31,359.8,521.4,196.0,5,454,107.6,7,1,6,0.5,48,Mark Noble
Pedro,Obiang,0,2,43,1116,21,105.9,219.2,112.0,1,188,43.6,2,0,0,0.8,42,Pedro Obiang
Manuel,Lanzini,1,2,31,685,12,118.2,141.0,165.0,3,148,42.4,2,0,2,0.1,64,Manuel Lanzini
Michail,Antonio,6,8,118,2093,30,346.2,482.0,852.0,6,305,167.0,7,0,3,1.2,68,Michail Antonio
Marko,Arnautovic,10,5,117,1988,34,500.6,551.6,946.0,15,405,199.2,4,0,3,6.7,67,Marko Arnautovic
Javier,Balcázar,7,4,86,1326,20,112.0,301.0,528.0,10,276,93.4,6,0,2,1.5,61,Javier Balcazar
Fabián,Balbuena,1,0,61,2013,32,40.9,534.6,201.0,3,375,77.8,5,0,2,0.3,42,Fabian Balbuena
Felipe,Gomes,9,6,155,3045,49,1042.4,882.2,799.0,18,619,272.2,7,0,3,8.2,68,Felipe Gomes
Robert,Snodgrass,2,5,85,2215,33,976.0,460.8,380.0,9,364,181.5,5,0,10,0.9,50,Robert Snodgrass
Grady,Diangana,0,1,25,600,13,174.5,115.0,175.0,0,86,46.2,2,0,0,0.0,45,Grady Diangana
Willy,Boly,4,0,120,3168,43,146.9,954.2,279.0,10,635,137.7,8,1,2,6.1,47,Willy Boly
Matt,Doherty,4,7,144,3141,41,547.4,758.8,711.0,12,596,201.6,8,0,5,21.9,53,Matt Doherty
Romain,Saïss,2,0,47,1142,17,70.9,363.6,129.0,5,248,56.2,3,0,7,0.4,42,Romain Saiss
Ryan,Bennett,1,0,89,3060,38,129.7,566.4,172.0,1,467,86.9,9,0,12,8.0,41,Ryan Bennett
Conor,Coady,0,0,94,3420,46,26.2,593.2,0.0,6,585,61.8,9,0,5,0.9,45,Conor Coady
Rúben,Vinagre,0,0,24,703,9,113.7,117.0,69.0,0,118,30.0,1,0,1,0.1,43,Ruben Vinagre
Diogo,Jota,9,8,139,2352,29,402.5,559.6,888.0,13,386,185.0,10,0,11,8.5,63,Diogo Jota
Rúben,Neves,4,3,104,3006,43,365.9,698.2,402.0,7,483,146.8,8,0,8,10.4,49,Ruben Neves
Ivan,Cavaleiro,3,1,48,677,11,313.6,198.0,156.0,3,156,66.0,1,0,1,0.1,52,Ivan Cavaleiro
Hélder,Costa,1,2,52,1333,19,264.0,162.8,280.0,0,136,70.9,5,0,3,0.4,46,Helder Costa
Raúl,Jiménez,13,10,181,3112,40,648.5,788.8,1428.0,31,602,285.4,12,0,4,33.4,69,Raul Jimenez
Morgan,Gibbs-White,0,1,37,645,12,181.1,73.2,72.0,0,113,32.5,4,0,1,0.5,43,Morgan Gibbs-White
Rui,Patrício,0,0,118,3330,46,0.0,695.0,0.0,4,581,69.1,8,0,0,8.0,45,Rui Patricio
João,Moutinho,1,8,119,3030,39,1245.8,812.6,102.0,13,628,216.4,9,0,4,5.1,51,Joao Moutinho
Jonathan,Otto,1,3,103,2772,39,447.3,523.4,361.0,9,488,133.3,8,0,6,3.6,43,Jonathan Otto
Adama,Traoré,1,1,44,884,13,271.3,223.4,265.0,2,182,75.8,1,0,1,0.3,51,Adama Traore
Leander,Dendoncker,2,0,48,1465,21,126.6,334.8,288.0,1,209,75.1,3,0,1,0.6,43,Leander Dendoncker
